FamilyMembers,FanHoursPerDay,RefrigeratorHoursPerDay,AirConditionerHoursPerDay,TelevisionHoursPerDay,MonitorHoursPerDay,WashingMachineHoursPerWeek,LightingHoursPerDay,City,Month,TariffRateINRPerKWh,MonthlyConsumptionKWh,ElectricityBillINR
3,6.0,24.0,3.4,5.1,4.1,4.8,7.1,Bengaluru,1,7.9,382.8,3024.27
2,6.4,22.2,1.2,5.8,1.1,1.9,7.2,Bengaluru,3,8.0,242.6,1941.18
4,8.9,16.4,4.5,3.8,3.7,2.9,4.1,Ahmedabad,8,7.4,397.0,2938.09
2,6.1,15.8,4.7,2.7,3.6,0.0,9.1,Chennai,3,8.4,366.2,3075.67
2,9.0,23.4,3.4,4.6,4.1,2.0,8.9,Lucknow,8,7.3,350.2,2556.59
2,2.1,17.0,3.0,3.4,2.9,4.0,8.7,Pune,1,8.0,296.2,2369.93
5,3.4,21.8,5.4,6.6,0.0,3.7,7.6,Chennai,5,8.4,452.9,3804.32
2,1.2,20.4,2.0,6.6,3.5,3.7,5.3,Ahmedabad,4,7.4,242.6,1795.03
2,4.1,24.0,14.0,5.3,1.2,3.0,6.0,Lucknow,5,7.2,826.0,5947.0
5,11.6,21.5,2.2,0.9,6.5,3.4,8.8,Lucknow,8,7.4,305.4,2260.1
6,7.0,19.9,4.5,1.3,6.5,5.2,2.0,Hyderabad,10,8.2,382.2,3133.89
3,5.2,24.0,7.9,0.9,0.7,1.6,4.5,Mumbai,4,8.8,499.8,4398.61
6,9.0,22.5,2.5,3.9,1.3,4.8,6.9,Bengaluru,11,7.9,293.2,2316.13
1,9.3,21.7,7.2,5.3,0.0,1.7,5.5,Ahmedabad,4,7.8,491.3,3832.2
5,3.9,18.0,7.6,2.9,4.5,3.5,5.2,Pune,3,8.0,499.6,3996.71
5,13.2,16.6,4.2,2.2,1.9,1.7,9.3,Mumbai,7,9.0,385.1,3466.13
2,7.7,19.2,1.6,3.7,3.5,4.3,7.7,Kolkata,3,7.8,263.0,2051.69
2,8.0,15.5,1.4,1.9,1.9,1.1,7.9,Jaipur,12,7.4,202.8,1500.97
1,8.2,19.0,10.2,4.0,0.0,1.5,4.5,Hyderabad,3,8.3,593.5,4926.07
2,8.2,22.4,2.0,3.0,3.4,2.8,4.9,Jaipur,11,7.6,267.4,2031.91
4,5.4,22.9,5.0,2.2,5.6,1.8,6.8,Mumbai,10,8.9,438.7,3904.12
2,12.3,19.0,13.5,3.7,2.9,1.9,6.9,Mumbai,5,8.8,764.3,6725.81
2,6.3,24.0,3.5,5.3,0.9,2.8,9.7,Jaipur,5,7.5,383.8,2878.64
4,9.4,23.8,2.3,0.5,2.7,1.1,6.7,Pune,6,8.2,297.0,2435.8
1,5.8,19.9,2.8,3.8,4.0,3.2,9.3,Pune,8,8.0,306.7,2453.34
4,5.4,23.4,3.7,0.0,2.6,3.6,7.3,Delhi,10,7.6,345.6,2626.46
5,11.8,18.3,6.0,3.0,0.8,0.6,5.5,Kolkata,6,7.5,477.9,3584.02
4,6.7,20.8,0.9,4.9,7.0,3.4,4.4,Pune,12,7.8,240.2,1873.22
3,6.9,18.9,1.7,5.5,0.0,3.3,7.6,Kolkata,1,7.7,246.8,1900.55
5,7.7,16.4,3.0,2.5,7.5,3.7,5.3,Kolkata,8,7.5,296.3,2222.1
2,13.5,21.6,4.3,2.4,2.8,3.2,5.8,Mumbai,8,8.9,397.3,3536.03
5,12.4,20.0,5.0,3.0,4.8,3.5,4.3,Kolkata,9,7.5,413.5,3101.38
1,10.2,20.2,6.2,1.3,3.4,3.5,6.0,Hyderabad,9,8.2,447.0,3665.22
1,14.0,19.9,1.5,3.8,1.2,3.4,7.2,Jaipur,2,7.5,240.7,1805.16
4,4.6,17.3,3.1,1.5,5.7,3.6,5.2,Delhi,2,7.3,291.3,2126.82
5,8.6,24.0,3.1,4.6,4.2,5.3,4.6,Ahmedabad,3,7.8,344.8,2689.28
2,7.2,20.7,5.6,2.1,2.8,5.0,6.1,Chennai,1,8.1,426.4,3453.56
1,2.6,19.2,7.4,2.9,4.5,2.8,6.9,Delhi,4,7.6,467.6,3553.62
6,8.2,16.1,1.9,4.5,2.7,2.1,6.0,Hyderabad,4,7.9,257.8,2036.95
2,5.8,24.0,1.0,4.8,0.0,4.9,9.8,Delhi,9,7.3,235.1,1715.88
6,10.8,22.8,2.3,4.7,0.0,6.4,6.2,Kolkata,9,7.7,315.9,2432.31
3,6.0,20.0,0.9,4.0,3.0,3.0,7.0,Mumbai,9,8.9,229.8,2045.57
6,5.9,16.1,1.6,1.3,2.4,3.7,7.8,Chennai,10,8.5,239.7,2037.35
1,10.8,24.0,7.0,3.4,2.8,2.5,6.8,Pune,7,8.0,499.3,3994.2
4,6.8,18.9,0.7,3.2,2.3,3.8,4.1,Mumbai,2,8.9,202.6,1803.57
3,9.9,18.0,0.7,2.7,0.8,0.0,4.3,Kolkata,10,7.5,196.7,1475.02
5,8.1,19.9,1.4,3.6,0.2,2.2,3.8,Kolkata,5,7.9,245.1,1936.49
2,8.1,21.1,7.8,1.8,1.3,4.1,3.4,Chennai,4,8.4,526.4,4422.17
1,6.4,19.5,3.9,3.4,4.5,1.7,6.5,Chennai,12,8.1,373.3,3023.35
3,8.3,12.0,0.3,2.9,1.4,3.8,8.5,Bengaluru,11,7.9,151.2,1194.51
3,6.7,20.7,1.5,2.6,5.1,3.8,7.4,Lucknow,8,7.3,259.0,1890.68
1,5.0,22.8,0.6,1.3,0.9,3.9,7.4,Lucknow,2,7.2,195.9,1410.3
5,6.7,17.3,1.0,1.2,5.4,2.2,3.9,Mumbai,6,8.9,223.1,1985.57
5,10.2,24.0,6.9,6.2,2.0,4.1,7.0,Pune,5,8.0,533.4,4267.22
4,8.3,22.6,2.1,3.7,2.4,5.8,7.1,Delhi,12,7.3,328.0,2394.69
6,8.9,21.4,4.5,7.1,2.4,2.3,9.4,Kolkata,2,7.8,417.8,3258.69
5,7.0,17.0,0.0,7.2,4.2,2.0,6.7,Kolkata,11,7.7,192.4,1481.44
4,2.2,20.8,2.9,6.0,3.5,2.7,9.5,Bengaluru,10,7.7,315.4,2428.8
6,3.9,21.1,0.3,0.9,3.3,3.4,6.2,Mumbai,1,8.6,198.3,1705.76
3,6.3,19.8,1.6,6.3,2.8,1.5,6.9,Mumbai,8,8.9,244.3,2174.01
1,4.2,22.7,0.8,3.2,1.9,2.3,8.3,Jaipur,2,7.5,215.5,1616.12
5,5.7,18.9,1.6,2.9,5.2,5.2,6.5,Chennai,7,8.4,235.7,1979.64
4,5.6,19.2,1.4,2.7,3.2,4.7,3.0,Pune,9,8.0,229.4,1834.9
3,5.7,18.0,3.5,2.8,4.1,1.5,4.0,Chennai,9,8.1,306.8,2484.8
5,10.6,18.6,2.1,4.3,3.4,5.8,11.3,Pune,8,7.8,328.3,2561.06
2,6.9,19.6,2.3,8.1,2.2,2.4,6.2,Hyderabad,11,8.2,276.3,2266.07
3,9.3,19.4,2.1,0.2,7.8,3.5,7.4,Ahmedabad,12,7.4,273.0,2020.41
5,7.4,19.3,0.8,7.4,5.5,3.1,3.9,Lucknow,10,7.0,224.0,1568.24
3,10.5,22.8,4.9,6.5,1.9,4.4,6.7,Lucknow,9,7.3,435.6,3179.85
1,9.6,24.0,2.6,3.1,7.1,1.3,8.7,Pune,2,8.2,317.1,2600.49
1,5.5,16.2,1.5,2.5,4.9,2.2,2.3,Lucknow,6,7.0,206.8,1447.35
1,11.9,24.0,2.3,0.8,0.8,1.6,6.4,Chennai,4,8.1,316.6,2564.26
6,5.9,22.0,9.2,1.7,4.8,1.4,6.4,Kolkata,4,7.9,611.9,4834.37
2,7.5,17.3,1.9,2.3,3.8,1.9,6.6,Chennai,5,8.5,253.2,2151.81
1,7.9,19.0,1.9,3.3,3.3,1.7,10.2,Pune,12,8.1,263.9,2137.61
2,8.2,20.9,4.9,3.4,5.0,4.0,5.5,Mumbai,3,8.8,391.1,3441.98
1,9.0,15.0,2.4,5.0,3.7,2.4,5.1,Chennai,1,8.4,257.0,2158.79
6,5.1,19.7,2.5,4.8,0.0,2.6,5.7,Lucknow,8,7.0,278.4,1948.54
3,8.8,21.6,4.6,4.0,0.3,0.2,10.7,Bengaluru,5,8.0,369.9,2959.14
5,8.5,17.8,5.0,3.4,1.3,4.5,6.3,Jaipur,3,7.5,402.2,3016.41
5,7.0,15.6,0.6,5.8,7.0,0.4,7.2,Kolkata,10,7.9,208.5,1647.37
1,6.5,20.6,6.7,5.2,4.3,3.1,2.0,Lucknow,7,7.0,473.3,3313.43
5,5.0,24.0,4.8,4.4,4.1,5.0,6.2,Bengaluru,7,7.7,430.9,3317.67
1,8.2,17.9,1.0,2.7,3.2,5.3,5.7,Pune,1,8.0,206.7,1653.28
1,5.3,17.9,2.3,5.7,1.2,0.9,6.2,Hyderabad,12,8.1,274.3,2222.04
4,7.6,19.4,1.6,5.2,0.1,2.7,5.4,Bengaluru,9,8.1,241.6,1957.07
4,6.7,24.0,1.3,3.0,5.0,4.2,3.4,Ahmedabad,2,7.4,270.3,2000.48
4,3.7,15.0,13.0,0.0,6.3,2.4,5.5,Hyderabad,5,8.1,755.6,6119.98
2,4.7,22.3,8.0,3.7,4.4,4.6,9.0,Delhi,5,7.5,488.6,3664.18
4,8.0,18.6,3.5,2.1,2.0,0.0,6.2,Kolkata,8,7.8,300.3,2342.13
1,5.7,18.8,1.2,4.9,2.2,3.2,2.4,Lucknow,8,7.3,194.3,1418.33
6,5.6,17.0,6.2,3.9,4.4,3.7,3.7,Delhi,7,7.5,460.3,3452.49
6,5.1,19.3,1.7,0.2,2.8,1.3,6.6,Chennai,7,8.4,234.9,1972.91
3,5.2,17.1,1.9,4.1,2.7,4.2,3.9,Pune,12,8.1,256.7,2078.94
4,11.1,18.4,1.5,6.9,1.9,1.5,6.5,Kolkata,11,7.5,243.8,1828.54
6,4.2,12.6,3.6,3.2,1.7,5.4,8.5,Mumbai,6,8.8,320.6,2821.62
4,10.7,14.8,6.3,3.5,2.8,2.5,6.9,Hyderabad,6,8.1,427.5,3462.91
3,6.2,21.0,5.2,2.8,0.0,2.8,4.0,Mumbai,11,9.0,413.7,3723.56
6,5.4,23.8,2.6,3.6,4.2,1.4,6.3,Delhi,9,7.7,315.0,2425.8
1,8.0,24.0,8.8,6.6,0.0,2.5,7.5,Bengaluru,6,7.7,577.3,4445.06
2,7.1,22.8,2.3,5.6,5.1,1.9,4.5,Bengaluru,12,7.7,286.1,2203.08
4,6.5,18.5,1.6,2.3,1.9,3.5,3.8,Pune,2,7.8,224.7,1752.6
6,7.5,14.0,2.9,3.4,2.8,3.4,5.8,Delhi,2,7.6,299.2,2273.54
6,7.1,21.6,6.3,3.5,4.1,2.9,9.1,Jaipur,5,7.2,472.3,3400.49
3,6.5,15.6,7.1,4.3,2.4,3.3,4.0,Kolkata,4,7.9,525.8,4153.97
1,9.3,17.6,2.9,4.4,1.5,1.4,5.1,Hyderabad,11,7.9,310.3,2451.59
5,3.4,22.7,3.1,3.3,3.6,1.5,3.6,Bengaluru,2,8.1,318.9,2582.92
6,4.7,20.9,10.4,1.0,7.4,4.8,4.5,Bengaluru,3,8.1,646.9,5240.14
2,5.0,17.2,6.0,3.3,4.6,1.9,5.7,Mumbai,7,8.6,423.7,3644.08
3,4.4,14.9,2.2,2.8,1.5,3.4,5.7,Mumbai,8,8.6,259.1,2228.28
6,7.2,20.6,0.8,1.7,2.3,0.0,2.0,Lucknow,12,7.3,226.6,1654.14
6,8.3,21.0,1.8,5.1,2.0,3.6,5.5,Chennai,6,8.3,255.1,2117.6
3,2.1,24.0,2.4,3.5,0.9,4.7,9.5,Jaipur,11,7.2,315.7,2272.99
3,5.8,12.5,1.2,1.4,4.2,3.2,6.3,Mumbai,5,9.0,191.6,1724.58
4,6.2,20.4,4.6,7.5,2.3,3.3,5.5,Mumbai,1,9.0,383.7,3453.36
6,6.3,22.8,1.7,4.3,3.6,5.4,4.9,Kolkata,8,7.5,297.0,2227.27
5,3.8,18.7,4.2,5.1,0.0,3.4,4.2,Lucknow,3,7.2,360.3,2594.42
2,6.2,15.2,3.8,5.6,4.4,2.0,6.2,Mumbai,6,8.8,350.6,3084.88
1,4.7,17.2,1.4,2.6,1.8,2.3,6.9,Hyderabad,3,7.9,217.9,1721.67
1,6.2,20.1,1.9,4.6,1.0,2.1,9.5,Kolkata,7,7.5,259.7,1948.08
5,2.7,18.5,4.2,0.0,0.3,4.5,4.5,Chennai,7,8.3,365.8,3035.9
3,6.2,20.9,2.9,5.4,1.2,4.9,8.6,Delhi,12,7.7,317.3,2443.31
3,5.2,23.8,2.4,3.4,2.1,4.6,8.5,Kolkata,9,7.5,290.2,2176.39
3,6.3,18.8,5.9,4.6,4.8,1.9,5.2,Delhi,5,7.6,479.7,3645.93
6,7.8,23.7,2.9,3.4,2.1,3.1,4.5,Bengaluru,8,7.7,329.6,2538.2
3,6.9,19.7,5.6,7.1,5.0,4.1,3.1,Lucknow,10,7.0,442.1,3094.58
3,9.0,21.0,4.4,5.9,3.6,1.2,6.1,Chennai,10,8.4,382.1,3209.26
6,6.1,19.6,1.8,0.0,6.6,4.4,5.4,Lucknow,8,7.2,270.1,1944.76
6,8.5,21.1,1.5,4.6,2.0,4.3,8.1,Chennai,1,8.3,275.5,2286.54
5,9.8,21.6,7.7,2.9,3.8,3.9,6.7,Lucknow,12,7.2,522.7,3763.52
4,7.7,21.9,5.0,4.7,5.5,4.2,2.0,Kolkata,5,7.5,403.4,3025.33
6,6.9,20.0,1.6,4.7,4.3,2.9,5.9,Lucknow,3,7.2,257.4,1853.39
2,8.0,12.0,0.4,2.0,2.7,1.7,6.6,Ahmedabad,1,7.7,149.9,1154.43
3,7.8,21.8,0.7,3.3,2.0,4.8,5.5,Chennai,4,8.4,222.7,1870.43
4,9.5,14.1,0.7,1.5,0.0,3.1,7.8,Delhi,8,7.3,193.1,1409.8
1,9.0,18.2,2.7,6.5,2.5,2.2,4.9,Chennai,3,8.3,324.4,2692.85
5,9.0,12.8,4.2,4.2,1.2,3.2,8.1,Bengaluru,10,7.9,349.9,2764.27
4,7.1,24.0,1.1,4.4,1.9,3.2,4.9,Hyderabad,2,8.2,242.7,1989.8
6,7.9,21.3,3.3,4.1,3.1,2.3,5.3,Ahmedabad,11,7.6,307.7,2338.75
3,7.8,19.0,2.9,1.4,0.0,3.8,9.9,Pune,9,8.1,304.6,2467.57
3,4.0,24.0,2.9,4.8,1.0,5.9,3.4,Chennai,10,8.1,318.0,2576.07
3,9.7,21.6,2.7,7.1,3.8,1.1,6.2,Mumbai,5,8.9,314.0,2794.5
4,2.8,20.4,1.0,0.4,0.5,1.2,6.7,Kolkata,7,7.7,195.0,1501.27
3,8.8,21.2,0.9,3.7,2.9,4.9,4.8,Kolkata,11,7.8,224.7,1752.91
6,7.7,18.9,4.2,5.0,0.2,4.2,6.9,Lucknow,11,7.2,381.4,2746.02
4,6.3,16.3,7.8,2.0,4.1,5.5,7.5,Lucknow,2,7.4,537.2,3975.07
3,8.0,22.9,3.1,5.0,4.3,5.8,6.6,Kolkata,9,7.5,347.2,2603.85
1,8.0,19.8,3.8,3.6,5.5,4.2,6.4,Jaipur,9,7.6,361.7,2749.25
1,3.7,14.7,7.2,2.1,5.5,1.3,7.0,Ahmedabad,4,7.7,487.0,3749.93
2,10.5,21.5,6.2,0.0,3.5,3.5,4.5,Ahmedabad,4,7.8,453.3,3535.75
3,7.2,20.1,5.0,3.3,0.0,2.5,4.7,Delhi,6,7.3,413.1,3015.47
3,12.8,24.0,7.4,3.4,3.0,3.8,6.9,Chennai,10,8.1,522.1,4228.82
4,9.0,20.8,5.3,6.1,3.9,1.9,5.3,Pune,10,8.1,442.3,3582.54
4,7.1,16.5,0.8,4.2,3.2,3.8,5.9,Kolkata,10,7.9,202.5,1600.01
3,5.3,14.6,3.0,2.4,6.3,4.1,2.0,Chennai,6,8.4,292.0,2452.92
2,6.7,23.8,1.2,0.4,5.6,3.4,7.3,Ahmedabad,12,7.7,222.7,1714.59
3,7.4,19.8,4.7,5.2,3.1,3.7,8.7,Bengaluru,1,7.7,424.4,3267.55
6,10.7,17.4,0.4,3.7,4.5,4.1,7.2,Kolkata,9,7.8,213.5,1665.23
4,10.1,17.8,6.2,2.7,0.1,1.9,7.5,Chennai,2,8.3,457.3,3795.72
3,8.1,23.9,2.5,2.4,3.4,3.5,7.9,Ahmedabad,5,7.6,300.6,2284.61
4,11.4,21.4,3.5,6.0,0.5,2.9,5.6,Hyderabad,9,8.1,383.1,3102.76
3,2.0,23.3,7.3,6.3,2.6,4.7,4.2,Ahmedabad,4,7.6,526.9,4004.21
5,8.2,20.7,3.5,2.2,1.6,4.2,7.0,Lucknow,11,7.0,340.6,2383.86
4,10.1,17.5,1.1,0.0,1.7,2.2,8.1,Mumbai,3,8.6,193.8,1666.33
2,8.4,24.0,5.6,3.1,1.4,4.1,3.8,Jaipur,7,7.6,432.4,3285.98
5,3.7,18.8,4.8,4.0,2.2,5.1,7.4,Jaipur,6,7.2,353.6,2545.7
6,10.5,22.4,4.1,3.6,1.9,3.6,6.6,Lucknow,8,7.2,394.7,2841.95
3,8.9,23.3,0.9,0.4,4.3,2.5,5.8,Lucknow,3,7.0,234.9,1644.24
6,7.9,20.0,8.4,6.6,2.5,1.4,5.5,Kolkata,5,7.5,593.8,4453.45
4,7.2,16.7,2.1,0.0,2.9,0.1,6.5,Hyderabad,10,8.1,237.4,1922.83
5,12.0,18.0,0.2,2.0,3.6,4.7,4.7,Hyderabad,4,8.2,189.2,1551.06
6,8.1,22.0,6.1,1.5,3.6,1.0,12.0,Kolkata,4,7.5,477.2,3578.65
2,6.4,21.6,1.7,1.4,0.9,1.5,3.3,Chennai,4,8.1,228.7,1852.27
4,5.0,23.9,2.3,0.0,2.5,3.2,2.0,Kolkata,10,7.9,257.5,2034.2
5,8.9,23.4,2.2,3.6,3.5,3.5,6.6,Pune,8,8.1,297.8,2412.34
6,9.5,17.1,2.7,6.3,1.2,5.2,6.2,Pune,6,7.8,319.9,2495.01
5,7.1,24.0,1.2,3.2,1.0,3.6,7.1,Jaipur,3,7.4,249.0,1842.42
5,5.6,16.9,4.5,1.5,0.7,2.6,2.0,Ahmedabad,10,7.7,348.0,2679.63
6,10.3,21.8,6.5,6.3,3.4,2.6,2.3,Kolkata,5,7.5,489.3,3669.63
1,4.8,24.0,3.5,5.2,2.4,0.7,5.1,Kolkata,6,7.5,370.8,2781.09
3,11.9,20.9,3.5,1.8,2.7,5.2,7.8,Chennai,5,8.5,356.7,3031.61
4,5.2,14.7,5.9,4.1,0.0,4.3,2.4,Delhi,6,7.7,416.1,3203.89
4,3.8,19.0,2.5,5.7,3.1,3.4,6.9,Jaipur,8,7.2,283.2,2039.15
4,4.1,24.0,6.4,1.7,3.2,5.1,5.5,Jaipur,7,7.6,491.2,3733.15
5,4.2,19.4,4.0,3.7,3.5,4.6,6.3,Jaipur,5,7.6,365.0,2773.74
6,6.4,24.0,8.6,2.7,5.9,3.8,5.9,Ahmedabad,10,7.4,553.9,4098.85
3,5.8,17.1,2.4,1.1,1.5,2.9,6.0,Lucknow,6,7.2,278.2,2003.38
2,9.6,18.9,4.2,3.8,4.0,3.1,6.0,Bengaluru,4,8.1,364.8,2954.76
4,9.2,19.4,1.5,4.4,3.7,0.8,8.2,Delhi,12,7.6,261.1,1984.34
6,6.4,24.0,4.9,3.6,3.9,4.6,6.1,Ahmedabad,9,7.8,422.1,3292.41
3,14.0,19.1,2.7,1.9,2.4,2.7,8.0,Pune,4,8.0,312.9,2502.82
3,6.4,14.3,3.0,7.7,4.5,4.6,5.1,Chennai,1,8.3,312.6,2594.8
1,6.7,24.0,7.8,2.5,1.5,4.1,8.2,Lucknow,7,7.0,503.6,3525.11
6,3.8,20.7,2.5,4.6,2.1,3.2,5.5,Pune,7,7.8,304.0,2371.46
4,6.8,22.0,4.0,5.1,2.6,4.3,5.6,Lucknow,4,7.0,374.0,2617.83
5,7.7,15.2,3.6,0.0,2.5,1.8,2.4,Hyderabad,3,8.2,293.3,2404.81
3,4.0,20.8,1.0,5.2,3.7,0.8,4.2,Jaipur,8,7.4,236.5,1750.47
3,5.8,20.1,5.1,3.5,3.5,2.8,4.6,Lucknow,5,7.2,384.8,2770.83
2,7.8,17.1,3.8,3.0,3.5,3.7,2.4,Mumbai,10,8.8,332.9,2929.95
1,5.7,22.0,3.0,3.3,5.6,4.3,4.3,Jaipur,7,7.5,297.8,2233.44
3,5.2,14.9,6.7,4.7,2.6,3.1,7.4,Jaipur,4,7.6,434.5,3301.88
3,9.0,17.1,1.5,0.0,5.1,1.6,7.6,Chennai,4,8.5,240.7,2046.06
5,3.8,23.6,1.7,3.6,0.9,5.0,2.6,Delhi,8,7.3,262.5,1916.29
5,4.3,17.8,1.3,4.4,2.7,2.5,9.3,Pune,8,8.2,252.5,2070.44
2,7.4,18.5,2.8,7.8,2.9,3.6,7.7,Lucknow,2,7.0,305.6,2139.3
6,9.1,20.3,3.7,0.8,0.4,3.8,10.2,Lucknow,2,7.3,349.6,2551.94
2,7.8,18.9,1.4,4.4,3.1,3.1,8.2,Hyderabad,3,8.2,231.8,1900.94
2,6.4,22.1,6.9,2.5,3.2,0.1,9.8,Jaipur,12,7.6,478.0,3632.64
5,6.2,20.5,1.7,4.5,4.2,2.0,6.8,Kolkata,12,7.5,276.5,2073.87
6,9.5,15.5,4.3,5.2,4.0,3.7,4.4,Bengaluru,3,8.1,376.8,3051.69
5,9.1,17.8,1.0,2.0,0.4,5.4,6.5,Kolkata,1,7.9,219.3,1732.82
1,7.1,17.5,3.2,7.4,5.4,4.0,2.0,Lucknow,3,7.4,326.0,2412.26
4,6.3,18.6,10.0,6.1,2.1,3.7,5.7,Kolkata,6,7.7,646.5,4977.88
4,7.1,20.3,3.5,5.1,1.8,0.0,5.9,Chennai,8,8.1,331.9,2688.34
1,5.2,20.9,3.3,2.8,4.0,4.6,7.9,Mumbai,12,8.9,349.0,3106.38
4,6.6,12.9,5.8,2.4,4.7,4.4,6.4,Lucknow,10,7.3,385.3,2812.95
6,5.8,23.1,5.1,4.4,2.1,3.9,5.1,Lucknow,6,7.4,439.3,3250.6
5,6.7,19.7,3.2,2.7,2.9,3.4,3.2,Mumbai,5,8.6,318.7,2740.82
4,5.9,16.6,5.1,2.5,4.8,3.8,4.5,Pune,4,8.2,404.3,3315.05
6,8.3,22.9,1.6,7.3,1.1,4.8,5.6,Mumbai,3,9.0,290.3,2613.01
5,9.0,13.7,0.8,4.6,0.0,2.9,4.6,Kolkata,4,7.9,194.5,1536.31
6,6.1,15.3,2.4,5.1,4.1,3.6,2.0,Chennai,7,8.3,253.8,2106.72
1,5.0,24.0,2.0,7.3,4.8,2.5,6.0,Hyderabad,1,8.2,292.8,2401.23
2,8.8,20.4,8.0,3.7,0.0,3.0,5.1,Pune,7,8.1,556.0,4503.54
1,7.5,17.8,4.1,2.2,3.0,3.2,5.0,Ahmedabad,1,7.8,329.2,2568.05
4,6.1,20.3,5.6,1.4,2.0,3.9,6.3,Hyderabad,2,8.2,443.8,3639.13
5,10.4,19.5,2.8,6.2,3.3,2.3,5.1,Delhi,4,7.3,317.8,2320.26
6,5.6,20.1,7.1,2.8,0.0,2.8,8.2,Delhi,1,7.3,487.8,3561.05
4,2.0,21.5,3.4,0.0,0.5,3.5,4.5,Delhi,11,7.6,303.3,2305.19
4,5.2,19.4,3.4,0.0,3.9,2.8,4.4,Delhi,12,7.7,299.8,2308.52
2,11.0,21.1,2.2,0.5,2.7,3.2,4.5,Chennai,11,8.5,275.1,2338.15
4,6.2,19.5,5.5,2.7,6.0,1.2,6.4,Hyderabad,11,7.9,416.5,3290.5
2,5.7,17.5,2.2,3.0,4.2,3.8,6.3,Jaipur,9,7.4,257.3,1903.87
5,7.1,16.7,1.5,4.6,1.1,2.1,4.9,Bengaluru,12,7.7,227.4,1751.17
5,9.5,24.0,2.8,1.2,4.4,0.9,6.0,Pune,6,8.1,329.9,2672.18
6,6.8,21.9,3.7,3.9,6.4,3.4,6.8,Ahmedabad,1,7.8,356.3,2778.92
2,8.5,23.1,1.7,5.3,2.9,3.5,7.2,Kolkata,1,7.7,283.6,2184.1
1,6.5,20.0,9.6,3.2,3.8,3.7,5.8,Lucknow,6,7.0,617.4,4321.69
5,8.5,20.7,13.5,2.6,4.7,3.7,4.4,Delhi,4,7.6,817.5,6213.12
6,7.5,19.5,14.0,1.8,2.7,3.6,4.4,Ahmedabad,4,7.7,775.1,5968.34
1,6.0,23.5,1.7,5.8,0.0,5.2,6.5,Lucknow,11,7.4,266.5,1971.96
5,7.6,19.0,1.7,0.8,4.1,4.3,7.4,Bengaluru,6,8.1,274.5,2223.1
5,5.6,17.0,1.5,6.7,4.6,4.4,6.3,Ahmedabad,12,7.6,241.7,1836.7
6,3.6,21.6,0.6,3.5,5.9,3.9,5.2,Hyderabad,11,8.3,224.9,1866.29
6,7.0,19.5,3.1,1.4,0.8,4.3,4.9,Ahmedabad,7,7.4,299.5,2215.95
3,3.8,20.7,2.6,5.2,0.9,2.4,7.6,Delhi,9,7.3,287.7,2099.97
4,8.5,22.1,5.4,4.5,1.6,4.0,3.5,Bengaluru,10,8.1,435.6,3528.46
4,6.9,18.3,2.7,4.3,2.7,4.7,5.0,Kolkata,5,7.9,288.8,2281.56
1,10.6,19.3,4.9,4.9,4.1,2.7,8.9,Jaipur,9,7.2,394.2,2838.44
4,6.2,19.1,0.8,3.8,0.8,5.1,8.3,Mumbai,4,8.6,219.5,1888.06
1,6.9,23.9,5.6,4.4,4.9,2.5,6.4,Delhi,10,7.5,426.1,3195.98
5,3.3,20.0,1.5,6.2,4.8,3.7,5.0,Lucknow,2,7.3,262.1,1913.41
3,4.2,20.5,1.1,3.9,4.9,1.5,5.5,Bengaluru,3,8.0,243.6,1948.59
3,2.8,16.5,2.1,5.1,2.4,4.2,6.2,Hyderabad,11,8.2,239.6,1964.78
5,9.7,22.2,6.4,0.0,0.0,4.8,10.2,Chennai,1,8.1,454.2,3679.11
6,5.9,21.3,3.9,4.1,6.2,3.0,8.0,Bengaluru,6,7.7,356.3,2743.24
2,10.3,17.5,4.8,8.5,1.8,1.0,7.8,Lucknow,6,7.0,387.2,2710.2
2,1.0,24.0,7.0,0.0,4.4,3.1,5.7,Mumbai,1,8.6,504.2,4336.11
4,10.9,21.0,2.6,7.5,3.2,1.7,5.0,Mumbai,11,8.9,334.1,2973.77
6,6.8,18.1,6.1,4.9,5.3,3.1,5.6,Pune,3,8.1,473.7,3837.13
1,7.8,20.0,2.3,0.1,2.9,4.3,8.0,Jaipur,5,7.4,273.5,2023.88
3,4.3,18.9,4.8,3.6,3.1,3.7,9.3,Lucknow,3,7.2,414.7,2985.94
4,8.3,24.0,0.8,4.3,3.4,0.7,4.3,Mumbai,10,8.6,229.4,1972.45
5,6.1,22.8,2.2,5.3,3.8,2.5,2.0,Pune,3,8.0,300.3,2402.03
6,4.0,21.4,3.2,2.6,0.5,3.3,5.5,Pune,10,8.1,355.5,2879.61
3,4.0,24.0,2.3,4.9,6.8,5.1,8.1,Pune,3,8.1,331.7,2686.98
1,3.9,16.9,0.5,6.3,2.9,2.8,4.9,Bengaluru,5,8.0,169.1,1352.95
1,8.0,22.3,4.7,5.3,4.2,3.7,6.9,Pune,5,8.1,392.8,3181.35
2,5.4,21.6,5.8,5.9,6.0,3.3,3.8,Delhi,4,7.7,493.0,3795.84
4,2.9,19.3,3.6,2.6,3.0,2.1,5.4,Lucknow,1,7.0,319.1,2233.55
5,7.9,19.3,6.8,4.9,1.0,2.3,4.4,Delhi,5,7.3,520.7,3801.18
3,1.6,22.8,1.3,8.1,0.9,2.7,5.7,Chennai,10,8.5,239.2,2033.38
